,winner,num_moves,first_player.id,first_player.depth,first_player.times,first_player.num_nodes_gen,second_player.id,second_player.depth,second_player.times,second_player.num_nodes_gen
138,2,38,PlayerBFMM,6,"[0.021326, 0.012032, 0.031681, 0.031498, 0.016152, 0.047311, 0.017655, 0.015374, 0.016275, 0.026665, 0.025181, 0.035255, 0.013394, 0.007953, 0.007375, 0.00786, 0.003181, 0.008341, 0.00243]",3883,PlayerMM,6,"[7.767189, 7.696414, 7.682246, 7.409359, 7.749709, 8.471725, 7.031555, 5.897281, 2.862203, 1.321571, 1.196168, 0.893068, 1.054307, 0.686051, 0.40737, 0.04444, 0.007137, 0.003138, 0.000244]",1076176
139,2,22,PlayerBFMM,6,"[0.018643, 0.016161, 0.005644, 0.035372, 0.01884, 0.151944, 0.082274, 0.004702, 0.003989, 0.00241, 0.002704]",4383,PlayerMM,7,"[54.923182, 53.639651, 56.689522, 54.782935, 53.96039, 52.18415, 42.35738, 15.177258, 3.502142, 1.489079, 2.213013]",6232205
140,1,7,PlayerBFMM,7,"[0.027607, 0.006279, 0.015987, 0.000328]",699,PlayerMM,1,"[0.000414, 0.000498, 0.000436]",21
141,2,36,PlayerBFMM,7,"[0.027591, 0.00642, 0.017925, 0.057129, 0.014696, 0.009283, 0.00735, 0.029203, 0.020354, 0.010253, 0.010011, 0.014736, 0.005416, 0.005248, 0.008488, 0.005635, 0.009345, 0.003829]",2991,PlayerMM,2,"[0.002971, 0.003268, 0.003269, 0.00332, 0.003467, 0.003781, 0.00365, 0.002862, 0.002092, 0.001474, 0.001503, 0.00164, 0.001394, 0.000981, 0.001044, 0.001042, 0.000916, 0.000334]",591
142,2,32,PlayerBFMM,7,"[0.027548, 0.006385, 0.015799, 0.035163, 0.036033, 0.027335, 0.094593, 0.0903, 0.02953, 0.033869, 0.065587, 0.04794, 0.022294, 0.021938, 0.016207, 0.003196]",6897,PlayerMM,3,"[0.021548, 0.022365, 0.020105, 0.023371, 0.024187, 0.024797, 0.026488, 0.023426, 0.02465, 0.027333, 0.02602, 0.028639, 0.018459, 0.016376, 0.010232, 0.002382]",5130
143,2,40,PlayerBFMM,7,"[0.027706, 0.016726, 0.049148, 0.116292, 0.02307, 0.016568, 0.009657, 0.121408, 0.029286, 0.05599, 0.026742, 0.017904, 0.017909, 0.009025, 0.007722, 0.012637, 0.006365, 0.003418, 0.002905, 0.000373]",6787,PlayerMM,4,"[0.156921, 0.157981, 0.16347, 0.16569, 0.173143, 0.159552, 0.172349, 0.174655, 0.179456, 0.160138, 0.175153, 0.093478, 0.043186, 0.042676, 0.015251, 0.005966, 0.001646, 0.001831, 0.000747, 6.9e-05]",30731
144,2,20,PlayerBFMM,7,"[0.030282, 0.00665, 0.019903, 0.057806, 0.065534, 0.054885, 0.005803, 0.004518, 0.025476, 0.002851]",3284,PlayerMM,5,"[1.101973, 1.108376, 1.162963, 1.188419, 1.17109, 1.222665, 0.862198, 0.497459, 0.371778, 0.280299]",144348
145,2,16,PlayerBFMM,7,"[0.027627, 0.012962, 0.032116, 0.03554, 0.035599, 0.01794, 0.013412, 0.003718]",2354,PlayerMM,6,"[7.742387, 7.7274, 7.6724, 7.399591, 7.320093, 7.622045, 6.117609, 4.617152]",905879
146,1,33,PlayerBFMM,7,"[0.027269, 0.016464, 0.052996, 0.120798, 0.019303, 0.283687, 0.150415, 0.055269, 0.137372, 0.363078, 0.036065, 0.035548, 0.038197, 0.024385, 0.021866, 0.007116, 0.000467]",15783,PlayerMM,7,"[55.086347, 53.301355, 56.894025, 54.793606, 53.898013, 50.651579, 57.422216, 53.336553, 57.640149, 48.666178, 37.193596, 27.241339, 25.345009, 4.482218, 1.368587, 0.061769]",9446625
147,1,7,PlayerAB,1,"[0.000417, 0.000433, 0.000431, 0.000455]",28,PlayerBFMM,1,"[0.000439, 0.000445, 0.00048]",21
148,2,14,PlayerAB,1,"[0.000419, 0.000416, 0.000425, 0.000436, 0.000454, 0.000473, 0.00049]",49,PlayerBFMM,2,"[0.001607, 0.001728, 0.003368, 0.002055, 0.002578, 0.002319, 0.000455]",182
149,2,14,PlayerAB,1,"[0.000445, 0.000418, 0.000459, 0.000438, 0.000453, 0.000473, 0.000491]",49,PlayerBFMM,3,"[0.002213, 0.002079, 0.003548, 0.003413, 0.002816, 0.00416, 0.000444]",262
150,2,12,PlayerAB,1,"[0.000446, 0.000419, 0.000428, 0.000544, 0.000459, 0.00054]",42,PlayerBFMM,4,"[0.018147, 0.002656, 0.00279, 0.001975, 0.003599, 0.000381]",414
151,2,24,PlayerAB,1,"[0.000412, 0.000418, 0.000428, 0.000442, 0.000517, 0.000473, 0.000361, 0.000376, 0.000462, 0.000412, 0.000496, 0.000361]",71,PlayerBFMM,5,"[0.018537, 0.00665, 0.015434, 0.004945, 0.004118, 0.003366, 0.01594, 0.002712, 0.005035, 0.005373, 0.006816, 0.000424]",1018
152,2,12,PlayerAB,1,"[0.000415, 0.000476, 0.000428, 0.000461, 0.000502, 0.000469]",42,PlayerBFMM,6,"[0.027234, 0.006244, 0.020045, 0.053798, 0.024665, 0.000383]",1755
153,2,10,PlayerAB,1,"[0.000472, 0.000468, 0.000427, 0.000438, 0.000501]",35,PlayerBFMM,7,"[0.071428, 0.010947, 0.044709, 0.022716, 0.000376]",2098
154,1,15,PlayerAB,2,"[0.001128, 0.00118, 0.001151, 0.000989, 0.001124, 0.001117, 0.000958, 0.000473]",134,PlayerBFMM,1,"[0.00049, 0.000439, 0.00044, 0.000423, 0.00051, 0.000451, 0.000431]",44
155,1,17,PlayerAB,2,"[0.001121, 0.001418, 0.001658, 0.001563, 0.00193, 0.002108, 0.003761, 0.001606, 0.001312]",258,PlayerBFMM,2,"[0.00175, 0.001723, 0.003249, 0.002216, 0.002482, 0.002267, 0.002494, 0.004784]",267
156,1,17,PlayerAB,2,"[0.001157, 0.00145, 0.001579, 0.001521, 0.002, 0.002184, 0.003776, 0.001697, 0.001283]",258,PlayerBFMM,3,"[0.002141, 0.002203, 0.003676, 0.0033, 0.00298, 0.004031, 0.003432, 0.004869]",359
157,GameResult.TIE,42,PlayerAB,2,"[0.001194, 0.001325, 0.001547, 0.001364, 0.001622, 0.001251, 0.000895, 0.001001, 0.000959, 0.000779, 0.001004, 0.000879, 0.000834, 0.001014, 0.000769, 0.000492, 0.000497, 0.000561, 0.000423, 0.000432, 0.000194]",277,PlayerBFMM,4,"[0.018097, 0.002646, 0.002906, 0.002011, 0.002005, 0.005971, 0.002183, 0.001707, 0.004314, 0.002706, 0.00575, 0.003022, 0.003294, 0.001917, 0.00132, 0.002526, 0.002088, 0.003387, 0.001884, 0.000688, 0.000217]",792
158,2,38,PlayerAB,2,"[0.001172, 0.001285, 0.001654, 0.001277, 0.001515, 0.001231, 0.001286, 0.001314, 0.001447, 0.001464, 0.001512, 0.001293, 0.000755, 0.000815, 0.000801, 0.000471, 0.000501, 0.000495, 0.000176]",300,PlayerBFMM,5,"[0.018611, 0.006476, 0.015396, 0.002377, 0.005385, 0.005903, 0.011489, 0.008064, 0.00488, 0.004037, 0.006762, 0.0069, 0.003241, 0.002945, 0.002505, 0.002359, 0.001897, 0.000575, 0.000265]",1253
159,2,30,PlayerAB,2,"[0.001118, 0.001254, 0.001487, 0.001653, 0.002693, 0.002375, 0.002581, 0.001328, 0.002471, 0.00222, 0.002464, 0.0027, 0.00221, 0.002929, 0.003139]",463,PlayerBFMM,6,"[0.02744, 0.006297, 0.020117, 0.050694, 0.010391, 0.014913, 0.012213, 0.039209, 0.034148, 0.051006, 0.010862, 0.017494, 0.022742, 0.006707, 0.000711]",3849
160,2,32,PlayerAB,2,"[0.001257, 0.001304, 0.001585, 0.002157, 0.002433, 0.002399, 0.001834, 0.001729, 0.001795, 0.002406, 0.001659, 0.001028, 0.000881, 0.000816, 0.000877, 0.000814]",371,PlayerBFMM,7,"[0.072108, 0.010866, 0.044704, 0.09842, 0.043731, 0.041464, 0.07281, 0.03317, 0.018347, 0.045571, 0.006711, 0.006284, 0.021255, 0.00782, 0.001886, 0.000323]",6400
161,1,7,PlayerAB,3,"[0.004208, 0.005985, 0.007384, 0.002356]",355,PlayerBFMM,1,"[0.000449, 0.000458, 0.000473]",21
162,1,17,PlayerAB,3,"[0.004401, 0.006927, 0.005452, 0.00684, 0.007241, 0.007685, 0.013117, 0.00701, 0.006319]",1013,PlayerBFMM,2,"[0.001833, 0.003404, 0.002104, 0.002208, 0.002693, 0.002324, 0.002572, 0.004591]",260
163,1,17,PlayerAB,3,"[0.004163, 0.006192, 0.004717, 0.006159, 0.006846, 0.007684, 0.013026, 0.006948, 0.006317]",1013,PlayerBFMM,3,"[0.002184, 0.003399, 0.002197, 0.003256, 0.002793, 0.00396, 0.003529, 0.004885]",352
164,2,34,PlayerAB,3,"[0.004174, 0.004135, 0.005202, 0.005752, 0.005273, 0.004056, 0.004548, 0.004697, 0.005285, 0.005978, 0.005751, 0.00633, 0.003178, 0.004181, 0.002118, 0.001838, 0.000408]",1152,PlayerBFMM,4,"[0.018433, 0.002675, 0.003533, 0.00252, 0.002489, 0.005551, 0.010448, 0.003985, 0.004272, 0.004702, 0.00384, 0.0024, 0.002141, 0.004129, 0.003496, 0.001915, 0.000277]",903
165,2,34,PlayerAB,3,"[0.004281, 0.004215, 0.005105, 0.005781, 0.005201, 0.003989, 0.004539, 0.00479, 0.00528, 0.006035, 0.005709, 0.006438, 0.003245, 0.004114, 0.001994, 0.001654, 0.000579]",1152,PlayerBFMM,5,"[0.018449, 0.006598, 0.004192, 0.002942, 0.003323, 0.00594, 0.011461, 0.009399, 0.004746, 0.009382, 0.007219, 0.005358, 0.003333, 0.005559, 0.004051, 0.001852, 0.000274]",1199
166,2,34,PlayerAB,3,"[0.004048, 0.004625, 0.006053, 0.00627, 0.007774, 0.013533, 0.011677, 0.013914, 0.012175, 0.008304, 0.005781, 0.006513, 0.006344, 0.005862, 0.002726, 0.000657, 0.000211]",1765,PlayerBFMM,6,"[0.027223, 0.006182, 0.020252, 0.05046, 0.024725, 0.02225, 0.017569, 0.018415, 0.01911, 0.010403, 0.016026, 0.007712, 0.006845, 0.003749, 0.002318, 0.001116, 0.000281]",3084
167,1,37,PlayerAB,3,"[0.00414, 0.006072, 0.008832, 0.010977, 0.006149, 0.005306, 0.002345, 0.007701, 0.003993, 0.004407, 0.005542, 0.00365, 0.003244, 0.005175, 0.002207, 0.001256, 0.000641, 0.00071, 7.6e-05]",1266,PlayerBFMM,7,"[0.070962, 0.091055, 0.095828, 0.056476, 0.015381, 0.036302, 0.038285, 0.013821, 0.020643, 0.032995, 0.042501, 0.013167, 0.01494, 0.02847, 0.010244, 0.002885, 0.002046, 0.001216]",6846
168,1,9,PlayerAB,4,"[0.009705, 0.010358, 0.014125, 0.01937, 0.006023]",990,PlayerBFMM,1,"[0.000527, 0.000448, 0.000462, 0.000481]",28
169,1,21,PlayerAB,4,"[0.010593, 0.022075, 0.02494, 0.025632, 0.022966, 0.039946, 0.103927, 0.010515, 0.008676, 0.006569, 0.007828]",4330,PlayerBFMM,2,"[0.001694, 0.002187, 0.003358, 0.002228, 0.002532, 0.002343, 0.002604, 0.004779, 0.004253, 0.004297]",362
170,1,21,PlayerAB,4,"[0.009886, 0.020264, 0.024266, 0.02493, 0.022397, 0.037537, 0.103565, 0.010431, 0.008698, 0.006501, 0.007835]",4330,PlayerBFMM,3,"[0.002239, 0.002092, 0.003582, 0.003279, 0.002877, 0.003985, 0.003583, 0.004716, 0.004298, 0.004281]",454
171,2,40,PlayerAB,4,"[0.009809, 0.013581, 0.018948, 0.014938, 0.016663, 0.015115, 0.01526, 0.023608, 0.009442, 0.011944, 0.01261, 0.0124, 0.018944, 0.026671, 0.00752, 0.003898, 0.001861, 0.002123, 0.000127, 0.000226]",3522,PlayerBFMM,4,"[0.018203, 0.002575, 0.002952, 0.002082, 0.002101, 0.003954, 0.013344, 0.003998, 0.003302, 0.004047, 0.004826, 0.003923, 0.005908, 0.01601, 0.004035, 0.003561, 0.002481, 0.000766, 0.000883, 0.000206]",1091
172,2,36,PlayerAB,4,"[0.00957, 0.013201, 0.01888, 0.012174, 0.028438, 0.020478, 0.013452, 0.006963, 0.010001, 0.013089, 0.011922, 0.010236, 0.015883, 0.018039, 0.017664, 0.013843, 0.003533, 0.000271]",3621,PlayerBFMM,5,"[0.018592, 0.006606, 0.01528, 0.002413, 0.0044, 0.016484, 0.022843, 0.004562, 0.011011, 0.017887, 0.011986, 0.005498, 0.013152, 0.017209, 0.011876, 0.006609, 0.00154, 0.000279]",1908
173,1,21,PlayerAB,4,"[0.00969, 0.015294, 0.021864, 0.023538, 0.046695, 0.092692, 0.059846, 0.067123, 0.034334, 0.014125, 7.2e-05]",6019,PlayerBFMM,6,"[0.027095, 0.006176, 0.020416, 0.051451, 0.025078, 0.022242, 0.091956, 0.0438, 0.016443, 0.00733]",3881
174,GameResult.TIE,42,PlayerAB,4,"[0.009731, 0.016753, 0.021892, 0.044138, 0.029792, 0.044743, 0.029228, 0.030047, 0.047296, 0.025328, 0.025974, 0.017087, 0.008676, 0.003902, 0.001324, 0.001614, 0.00125, 0.000519, 0.000311, 0.00023, 0.000127]",5457,PlayerBFMM,7,"[0.072282, 0.011037, 0.045149, 0.098625, 0.04374, 0.041385, 0.073226, 0.033671, 0.064483, 0.137159, 0.076248, 0.013903, 0.009342, 0.003336, 0.0029, 0.002781, 0.002441, 0.001706, 0.000945, 0.000678, 0.000333]",8589
175,1,7,PlayerAB,5,"[0.130381, 0.122252, 0.033718, 0.012383]",5259,PlayerBFMM,1,"[0.000495, 0.00045, 0.000466]",21
176,1,37,PlayerAB,5,"[0.130189, 0.091761, 0.064827, 0.038975, 0.050927, 0.048066, 0.060403, 0.051976, 0.032647, 0.042689, 0.022562, 0.02453, 0.01317, 0.014241, 0.032978, 0.010673, 0.005803, 0.000309, 8.6e-05]",11748,PlayerBFMM,2,"[0.001598, 0.002777, 0.002919, 0.002682, 0.001791, 0.001034, 0.001962, 0.002387, 0.002512, 0.001036, 0.001151, 0.000921, 0.001635, 0.0015, 0.0025, 0.001243, 0.001411, 0.000792]",332
177,1,37,PlayerAB,5,"[0.133479, 0.091953, 0.064572, 0.038325, 0.051274, 0.048101, 0.060524, 0.053178, 0.032434, 0.042496, 0.021762, 0.021126, 0.013331, 0.014122, 0.032494, 0.010391, 0.005086, 0.000319, 7.3e-05]",11748,PlayerBFMM,3,"[0.002549, 0.003115, 0.003466, 0.003247, 0.003416, 0.003245, 0.002786, 0.002652, 0.002732, 0.003208, 0.00231, 0.002147, 0.002673, 0.002682, 0.003288, 0.001908, 0.001256, 0.000673]",508
178,1,39,PlayerAB,5,"[0.130899, 0.120051, 0.097631, 0.090467, 0.054549, 0.113422, 0.054905, 0.040009, 0.084354, 0.093091, 0.029718, 0.034669, 0.013391, 0.011751, 0.002761, 0.000866, 0.000787, 0.000369, 0.000128, 6.6e-05]",15438,PlayerBFMM,4,"[0.02229, 0.004869, 0.003054, 0.002986, 0.003908, 0.003045, 0.00874, 0.009017, 0.020281, 0.012097, 0.003922, 0.006725, 0.002235, 0.002787, 0.001591, 0.001943, 0.001437, 0.000869, 0.000366]",1297
179,2,18,PlayerAB,5,"[0.130604, 0.118504, 0.097877, 0.089599, 0.043531, 0.031631, 0.060214, 0.06148, 0.011474]",10713,PlayerBFMM,5,"[0.022824, 0.005198, 0.021053, 0.005865, 0.007555, 0.021147, 0.007557, 0.013001, 0.000426]",1266
180,2,18,PlayerAB,5,"[0.12972, 0.125068, 0.097389, 0.089277, 0.043732, 0.031623, 0.060727, 0.061832, 0.011686]",10713,PlayerBFMM,6,"[0.0824, 0.006018, 0.022705, 0.006037, 0.008102, 0.021361, 0.008748, 0.014481, 0.000378]",2145
181,2,18,PlayerAB,5,"[0.129689, 0.118718, 0.097887, 0.089146, 0.043242, 0.031725, 0.060085, 0.065158, 0.011696]",10713,PlayerBFMM,7,"[0.07912, 0.042709, 0.023225, 0.011263, 0.028805, 0.021612, 0.0334, 0.01866, 0.000381]",3220
182,1,7,PlayerAB,6,"[0.076464, 0.146236, 0.166215, 0.091529]",8296,PlayerBFMM,1,"[0.000446, 0.000448, 0.00046]",21
183,1,41,PlayerAB,6,"[0.074723, 0.208575, 0.134773, 0.10333, 0.182189, 0.168569, 0.297403, 0.305007, 0.1265, 0.159773, 0.059084, 0.039473, 0.038686, 0.023904, 0.019283, 0.033476, 0.028356, 0.009034, 0.001161, 0.00021, 5.7e-05]",31267,PlayerBFMM,2,"[0.001612, 0.003045, 0.002769, 0.002612, 0.00205, 0.000923, 0.002006, 0.001734, 0.001941, 0.000802, 0.00229, 0.001614, 0.001649, 0.001321, 0.002001, 0.001629, 0.00171, 0.001538, 0.000839, 0.000356]",348
184,1,41,PlayerAB,6,"[0.07346, 0.209127, 0.13903, 0.107125, 0.183308, 0.167873, 0.295022, 0.306564, 0.126602, 0.158041, 0.059691, 0.040518, 0.04033, 0.023869, 0.01908, 0.033211, 0.027923, 0.008987, 0.001144, 0.000211, 5.7e-05]",31267,PlayerBFMM,3,"[0.002141, 0.00328, 0.003658, 0.003177, 0.003302, 0.003233, 0.002749, 0.002188, 0.002207, 0.001586, 0.002813, 0.00272, 0.002504, 0.002622, 0.003382, 0.002044, 0.00213, 0.002001, 0.001041, 0.000352]",511
185,1,31,PlayerAB,6,"[0.073218, 0.07768, 0.239761, 0.154234, 0.183929, 0.348161, 0.546046, 0.662817, 0.670044, 0.294417, 0.170272, 0.036111, 0.220228, 0.00743, 0.000461, 7.7e-05]",56901,PlayerBFMM,4,"[0.018244, 0.002579, 0.002847, 0.002003, 0.001982, 0.016597, 0.060996, 0.010751, 0.008061, 0.028082, 0.009095, 0.018572, 0.004301, 0.003055, 0.001477]",2311
186,2,38,PlayerAB,6,"[0.073696, 0.077274, 0.249129, 0.117811, 0.289199, 0.195016, 0.194252, 0.161059, 0.148583, 0.196344, 0.148932, 0.032449, 0.03121, 0.01641, 0.003593, 0.006625, 0.003378, 0.00069, 0.000272]",31034,PlayerBFMM,5,"[0.018798, 0.006598, 0.01533, 0.002528, 0.004319, 0.016279, 0.027093, 0.007525, 0.01314, 0.026825, 0.03322, 0.009373, 0.010286, 0.006528, 0.005472, 0.006475, 0.004138, 0.001133, 0.000289]",2288
187,1,23,PlayerAB,6,"[0.073235, 0.194411, 0.342914, 0.216689, 0.273596, 0.870395, 1.289424, 0.299476, 0.235343, 0.029514, 0.065657, 0.00139]",61366,PlayerBFMM,6,"[0.027076, 0.006195, 0.020132, 0.018382, 0.022192, 0.006546, 0.006053, 0.111912, 0.0242, 0.008808, 0.002142]",2961
188,1,27,PlayerAB,6,"[0.072882, 0.144399, 0.557537, 0.562593, 1.084005, 0.22482, 0.374861, 0.429054, 0.490038, 0.197365, 0.072946, 0.063379, 0.001464, 7.3e-05]",67620,PlayerBFMM,7,"[0.071259, 0.010976, 0.044862, 0.022551, 0.020537, 0.037463, 0.052503, 0.153227, 0.147248, 0.016919, 0.029255, 0.002734, 0.002527]",7342
189,1,9,PlayerAB,7,"[3.030734, 1.654733, 1.649149, 0.453872, 4.859626]",191439,PlayerBFMM,1,"[0.000512, 0.000455, 0.000469, 0.000487]",28
190,1,15,PlayerAB,7,"[3.016152, 2.380516, 1.609375, 5.459353, 2.963581, 2.372902, 0.459679, 0.291614]",300664,PlayerBFMM,2,"[0.00177, 0.002955, 0.001995, 0.002663, 0.005377, 0.00255, 0.003578]",300
191,1,15,PlayerAB,7,"[3.03606, 2.379698, 1.608187, 5.480509, 2.972094, 2.362864, 0.46055, 0.286586]",300664,PlayerBFMM,3,"[0.002752, 0.003345, 0.002792, 0.003532, 0.006223, 0.002739, 0.003294]",359
192,1,35,PlayerAB,7,"[3.000658, 2.368668, 1.853492, 1.496299, 2.528613, 3.338471, 3.271018, 4.161192, 1.367785, 0.970283, 0.282636, 0.219894, 0.07591, 0.024976, 0.011209, 0.00049, 0.000314, 0.000142]",395384,PlayerBFMM,4,"[0.027803, 0.007554, 0.006828, 0.003933, 0.01117, 0.024969, 0.020306, 0.028645, 0.00651, 0.006649, 0.005483, 0.008814, 0.003677, 0.002782, 0.002243, 0.001951, 0.000864]",2258
193,1,31,PlayerAB,7,"[2.99566, 2.265252, 1.817755, 1.492797, 2.526052, 3.328426, 3.268225, 4.160734, 1.038293, 0.538634, 0.323451, 0.21428, 0.141954, 0.061858, 0.013286, 0.000616]",386579,PlayerBFMM,5,"[0.028105, 0.007881, 0.007535, 0.00434, 0.03819, 0.02658, 0.048481, 0.041212, 0.011547, 0.015618, 0.009145, 0.014765, 0.013379, 0.006554, 0.002684]",3719
194,1,21,PlayerAB,7,"[2.987116, 2.279575, 2.534147, 3.619631, 6.456228, 3.953992, 3.843327, 3.498002, 0.491362, 0.303326, 1.360985]",491020,PlayerBFMM,6,"[0.088324, 0.12203, 0.024412, 0.034506, 0.036254, 0.461352, 0.152686, 0.176563, 0.005992, 0.005354]",14905
195,1,39,PlayerAB,7,"[2.984833, 2.270499, 2.531933, 3.612227, 6.453751, 4.217871, 1.461722, 1.602918, 4.207875, 10.551206, 2.397243, 3.477696, 0.950956, 0.877816, 0.354325, 0.085264, 0.023529, 0.000507, 0.000182, 6.9e-05]",715098,PlayerBFMM,7,"[0.090509, 0.123042, 0.044253, 0.040469, 0.130735, 0.072677, 0.199916, 0.123728, 0.027838, 0.066001, 0.121677, 0.124178, 0.069357, 0.019861, 0.038434, 0.060433, 0.028939, 0.001975, 0.000383]",17011
196,1,7,PlayerAB,1,"[0.000417, 0.000436, 0.000429, 0.00042]",28,PlayerAB,1,"[0.000416, 0.000499, 0.000437]",21
197,2,14,PlayerAB,1,"[0.000423, 0.000416, 0.000487, 0.000444, 0.000463, 0.000475, 0.000493]",49,PlayerAB,2,"[0.001128, 0.001906, 0.001803, 0.001741, 0.002126, 0.001721, 0.00063]",179
198,2,10,PlayerAB,1,"[0.000412, 0.000418, 0.000429, 0.000529, 0.000526]",35,PlayerAB,3,"[0.004207, 0.005603, 0.005759, 0.004442, 6.6e-05]",350
199,2,12,PlayerAB,1,"[0.000411, 0.000416, 0.000424, 0.000534, 0.000455, 0.000541]",42,PlayerAB,4,"[0.015495, 0.010949, 0.021871, 0.019546, 0.007528, 6.4e-05]",1246
200,2,14,PlayerAB,1,"[0.000414, 0.000417, 0.000448, 0.000444, 0.00053, 0.000479, 0.000516]",49,PlayerAB,5,"[0.032602, 0.123258, 0.094482, 0.070252, 0.101408, 0.052643, 0.010838]",7893
201,2,10,PlayerAB,1,"[0.00043, 0.000418, 0.000435, 0.000559, 0.000459]",35,PlayerAB,6,"[0.204422, 0.064776, 0.102021, 0.056994, 0.000112]",7478
202,2,12,PlayerAB,1,"[0.000418, 0.000424, 0.0006, 0.000549, 0.00047, 0.00047]",42,PlayerAB,7,"[0.473618, 0.400045, 1.453542, 1.292018, 5.448252, 7.201188]",253298
203,1,15,PlayerAB,2,"[0.001252, 0.001195, 0.001142, 0.001, 0.001179, 0.001113, 0.000983, 0.000443]",134,PlayerAB,1,"[0.000418, 0.000417, 0.000422, 0.000431, 0.000392, 0.000405, 0.000357]",44
204,2,42,PlayerAB,2,"[0.001185, 0.001165, 0.001174, 0.000983, 0.001059, 0.00139, 0.001405, 0.001204, 0.00109, 0.000967, 0.001304, 0.000803, 0.001151, 0.000833, 0.001061, 0.000656, 0.000504, 0.000484, 0.00053, 0.000553, 0.000273]",287,PlayerAB,2,"[0.00113, 0.001173, 0.001238, 0.001348, 0.001047, 0.001512, 0.001112, 0.001493, 0.000962, 0.000976, 0.000808, 0.000816, 0.001654, 0.001164, 0.001128, 0.000564, 0.000529, 0.000431, 0.000554, 0.000465, 8.7e-05]",286
205,2,32,PlayerAB,2,"[0.001156, 0.001133, 0.001185, 0.00146, 0.001448, 0.00106, 0.00204, 0.001722, 0.00166, 0.001217, 0.001595, 0.000999, 0.000684, 0.000836, 0.000826, 0.00061]",293,PlayerAB,3,"[0.004205, 0.004746, 0.004773, 0.004888, 0.003518, 0.005967, 0.005238, 0.005877, 0.004111, 0.005153, 0.004587, 0.001713, 0.002189, 0.002011, 0.001444, 0.000141]",944
206,2,24,PlayerAB,2,"[0.001122, 0.001253, 0.001523, 0.001777, 0.001218, 0.001675, 0.001023, 0.00093, 0.000963, 0.001043, 0.000797, 0.000771]",221,PlayerAB,4,"[0.015544, 0.01098, 0.021673, 0.017686, 0.017331, 0.012522, 0.009561, 0.006735, 0.005174, 0.004305, 0.000738, 0.001979]",2028
207,2,40,PlayerAB,2,"[0.001124, 0.001271, 0.001185, 0.001193, 0.001692, 0.001181, 0.001496, 0.001144, 0.001473, 0.00106, 0.000805, 0.000839, 0.000949, 0.000703, 0.000787, 0.000726, 0.000658, 0.000519, 0.000526, 0.000188]",277,PlayerAB,5,"[0.032347, 0.037106, 0.09468, 0.040132, 0.035367, 0.037089, 0.037048, 0.030995, 0.027982, 0.009801, 0.008361, 0.003473, 0.005412, 0.003172, 0.007155, 0.008315, 0.002293, 0.001817, 0.000796, 6.9e-05]",6719
208,2,18,PlayerAB,2,"[0.001126, 0.001425, 0.001514, 0.001191, 0.001582, 0.002173, 0.002289, 0.002876, 0.002501]",268,PlayerAB,6,"[0.204957, 0.064452, 0.10203, 0.193501, 0.244566, 0.055299, 0.161415, 0.11358, 0.009659]",18940
209,2,36,PlayerAB,2,"[0.001148, 0.001312, 0.001482, 0.001583, 0.002566, 0.002291, 0.002535, 0.001361, 0.002361, 0.002231, 0.003518, 0.003403, 0.003648, 0.003826, 0.002969, 0.002018, 0.000816, 0.000934]",561,PlayerAB,7,"[0.476447, 0.391995, 1.454712, 1.283463, 1.60019, 1.255473, 0.701602, 0.764228, 0.576202, 1.634772, 1.320706, 2.823452, 1.015119, 0.652097, 0.09501, 0.004851, 0.003304, 0.000157]",234787
210,1,7,PlayerAB,3,"[0.004178, 0.006086, 0.007399, 0.002328]",355,PlayerAB,1,"[0.000437, 0.000432, 0.000444]",21
211,1,41,PlayerAB,3,"[0.004162, 0.00597, 0.005974, 0.005556, 0.007464, 0.007211, 0.007393, 0.005569, 0.003561, 0.003563, 0.004248, 0.004286, 0.006995, 0.004149, 0.001053, 0.002481, 0.002094, 0.001493, 0.00058, 0.000319, 7.5e-05]",1249,PlayerAB,2,"[0.001212, 0.001883, 0.001888, 0.001596, 0.001901, 0.002082, 0.00189, 0.001525, 0.001053, 0.001276, 0.001652, 0.001756, 0.002006, 0.001495, 0.000883, 0.000735, 0.001041, 0.0007, 0.000495, 0.000192]",372
212,2,18,PlayerAB,3,"[0.004113, 0.005925, 0.007246, 0.005847, 0.002147, 0.006398, 0.010945, 0.009035, 0.008292]",967,PlayerAB,3,"[0.004268, 0.00548, 0.005698, 0.004287, 0.006173, 0.007584, 0.008091, 0.010346, 0.004969]",918
213,2,30,PlayerAB,3,"[0.004106, 0.004744, 0.006186, 0.006395, 0.005782, 0.001563, 0.004097, 0.006148, 0.005382, 0.002211, 0.002242, 0.003008, 0.002918, 0.003501, 0.000317]",936,PlayerAB,4,"[0.015302, 0.010984, 0.0213, 0.017211, 0.00741, 0.00804, 0.015061, 0.011588, 0.004949, 0.008066, 0.005003, 0.004575, 0.005097, 0.000433, 6.8e-05]",2206
