,winner,num_moves,first_player.id,first_player.depth,first_player.times,first_player.num_nodes_gen,second_player.id,second_player.depth,second_player.times,second_player.num_nodes_gen
285,1,27,PlayerAB,6,"[0.073156, 0.077463, 0.238512, 0.117811, 0.287258, 0.195467, 0.25937, 0.278857, 0.754075, 0.505015, 0.106738, 0.023412, 0.010717, 6.9e-05]",44916,PlayerMM,6,"[7.79219, 7.760166, 8.134311, 6.635475, 6.86964, 5.541372, 5.059287, 3.952877, 5.041698, 5.193408, 2.974309, 1.22039, 0.376536]",1053827
286,2,20,PlayerAB,6,"[0.072831, 0.194653, 0.340327, 0.214602, 0.46034, 0.560468, 0.334775, 0.088526, 0.016161, 0.001391]",37059,PlayerMM,7,"[55.179918, 53.354276, 56.776506, 55.162947, 42.742199, 17.565006, 16.940365, 9.060795, 4.789266, 1.147153]",5093945
287,1,9,PlayerAB,7,"[2.993157, 1.597657, 1.607669, 0.439378, 4.899026]",191439,PlayerMM,1,"[0.000413, 0.000422, 0.000435, 0.000443]",28
288,1,9,PlayerAB,7,"[3.003631, 1.600692, 1.617405, 0.44192, 4.890241]",191439,PlayerMM,2,"[0.004072, 0.003209, 0.003662, 0.003134]",224
289,1,11,PlayerAB,7,"[2.994524, 1.596439, 1.609722, 0.45216, 0.022386, 0.000575]",114197,PlayerMM,3,"[0.021719, 0.022397, 0.017653, 0.018186, 0.01823]",1742
290,1,17,PlayerAB,7,"[2.995314, 2.05954, 1.792933, 1.300112, 1.039487, 1.238045, 0.222229, 0.000577, 6.9e-05]",176155,PlayerMM,4,"[0.165164, 0.158285, 0.165358, 0.146572, 0.173166, 0.157171, 0.179186, 0.16277]",20910
291,1,25,PlayerAB,7,"[2.998805, 1.595069, 1.20878, 1.210033, 2.109916, 1.997868, 1.503185, 1.91507, 0.74971, 0.310578, 0.017814, 0.00077, 7.4e-05]",249126,PlayerMM,5,"[1.096841, 1.090952, 1.157431, 1.169698, 1.098291, 1.114111, 0.956685, 0.807803, 0.339574, 0.343617, 0.149642, 0.079065]",149542
292,1,37,PlayerAB,7,"[3.011619, 2.06242, 3.88507, 4.16007, 3.781171, 1.493849, 2.039621, 1.938577, 1.221595, 0.2476, 0.10217, 0.041151, 0.038648, 0.026374, 0.007572, 0.006328, 0.005894, 0.000788, 6e-05]",379935,PlayerMM,6,"[7.774184, 7.798313, 7.9735, 8.171343, 6.427424, 6.47866, 8.496668, 6.934572, 4.125043, 1.534744, 0.475325, 0.399966, 0.087562, 0.048837, 0.013194, 0.010377, 0.003077, 0.001039]",1045893
293,GameResult.TIE,42,PlayerAB,7,"[2.992861, 2.075647, 3.910513, 4.168676, 3.801278, 1.643592, 0.985985, 0.517185, 0.451871, 0.248587, 0.423533, 0.887652, 0.104949, 0.033694, 0.054986, 0.00661, 0.001024, 0.000656, 0.000351, 0.000114, 0.000114]",354766,PlayerMM,7,"[54.834235, 54.30057, 54.95984, 55.19711, 40.701888, 57.093419, 48.876862, 27.446745, 11.043668, 9.652508, 6.101744, 5.217094, 0.486736, 0.49311, 0.159079, 0.009498, 0.00136, 0.000734, 0.000292, 0.000116, 7.7e-05]",6582844
294,1,7,PlayerMM,1,"[0.000416, 0.000457, 0.000428, 0.000419]",28,PlayerBFMM,1,"[0.000441, 0.000444, 0.000461]",21
295,2,14,PlayerMM,1,"[0.000426, 0.000421, 0.000431, 0.000442, 0.000459, 0.00047, 0.000491]",49,PlayerBFMM,2,"[0.001751, 0.001725, 0.003297, 0.002106, 0.002595, 0.002278, 0.000486]",182
296,2,14,PlayerMM,1,"[0.000412, 0.000416, 0.000442, 0.000436, 0.000456, 0.000479, 0.000487]",49,PlayerBFMM,3,"[0.002253, 0.002107, 0.003629, 0.003353, 0.002785, 0.004132, 0.000444]",262
297,2,12,PlayerMM,1,"[0.000411, 0.000416, 0.000424, 0.000441, 0.000455, 0.000598]",42,PlayerBFMM,4,"[0.018266, 0.002757, 0.002887, 0.002102, 0.003651, 0.000342]",414
298,2,24,PlayerMM,1,"[0.00041, 0.000416, 0.000425, 0.00046, 0.000627, 0.000485, 0.00036, 0.000476, 0.000392, 0.000411, 0.000418, 0.000362]",71,PlayerBFMM,5,"[0.018412, 0.006597, 0.015366, 0.004906, 0.004139, 0.003354, 0.015058, 0.002447, 0.003687, 0.005445, 0.006917, 0.00033]",1018
299,2,12,PlayerMM,1,"[0.000413, 0.000416, 0.000424, 0.00044, 0.000513, 0.000465]",42,PlayerBFMM,6,"[0.027406, 0.006211, 0.020044, 0.050228, 0.024839, 0.000383]",1755
300,2,10,PlayerMM,1,"[0.00041, 0.000423, 0.000453, 0.000464, 0.000467]",35,PlayerBFMM,7,"[0.071738, 0.010807, 0.0445, 0.022551, 0.00038]",2098
301,1,15,PlayerMM,2,"[0.003118, 0.003062, 0.003194, 0.002472, 0.002506, 0.002612, 0.001974, 0.001595]",349,PlayerBFMM,1,"[0.00044, 0.000443, 0.000442, 0.000517, 0.000511, 0.000453, 0.000433]",44
302,1,17,PlayerMM,2,"[0.003119, 0.003016, 0.003101, 0.0032, 0.003293, 0.003526, 0.003615, 0.003752, 0.003451]",497,PlayerBFMM,2,"[0.001624, 0.00184, 0.003225, 0.002208, 0.002573, 0.002366, 0.002606, 0.004794]",267
303,1,17,PlayerMM,2,"[0.003042, 0.00311, 0.003246, 0.00319, 0.003295, 0.003545, 0.003905, 0.003831, 0.003309]",497,PlayerBFMM,3,"[0.002337, 0.002032, 0.003655, 0.003412, 0.002918, 0.004191, 0.003461, 0.004754]",359
304,GameResult.TIE,42,PlayerMM,2,"[0.003066, 0.003071, 0.003125, 0.003276, 0.003363, 0.003325, 0.00202, 0.001959, 0.002087, 0.001381, 0.001413, 0.001453, 0.001664, 0.001516, 0.001519, 0.000492, 0.000496, 0.000562, 0.000482, 0.000431, 0.000193]",573,PlayerBFMM,4,"[0.018092, 0.002665, 0.002893, 0.002146, 0.002078, 0.006055, 0.00209, 0.001737, 0.00437, 0.002685, 0.00584, 0.003114, 0.003234, 0.001949, 0.001251, 0.002688, 0.001998, 0.003439, 0.001765, 0.000693, 0.000346]",792
305,2,38,PlayerMM,2,"[0.002954, 0.003244, 0.003129, 0.003283, 0.003254, 0.00347, 0.001934, 0.001905, 0.001985, 0.002008, 0.002111, 0.002096, 0.000857, 0.000887, 0.000912, 0.000469, 0.000482, 0.00049, 0.000175]",567,PlayerBFMM,5,"[0.018712, 0.006557, 0.015503, 0.002438, 0.005458, 0.005957, 0.011517, 0.00826, 0.004953, 0.004027, 0.006815, 0.006919, 0.003327, 0.00292, 0.00244, 0.002442, 0.001903, 0.000671, 0.000185]",1253
306,2,30,PlayerMM,2,"[0.00309, 0.003169, 0.005083, 0.003358, 0.003426, 0.003545, 0.004091, 0.00403, 0.003798, 0.003998, 0.004093, 0.003084, 0.003283, 0.003201, 0.003297]",771,PlayerBFMM,6,"[0.027651, 0.014512, 0.020328, 0.051129, 0.010314, 0.016902, 0.013388, 0.040641, 0.033443, 0.05044, 0.011096, 0.017388, 0.022522, 0.006536, 0.000494]",3849
307,2,32,PlayerMM,2,"[0.002998, 0.003214, 0.003166, 0.003422, 0.003707, 0.003509, 0.00367, 0.003809, 0.003899, 0.003896, 0.002932, 0.001723, 0.001566, 0.001082, 0.000952, 0.001102]",673,PlayerBFMM,7,"[0.071661, 0.010929, 0.045007, 0.098535, 0.044172, 0.041126, 0.072206, 0.032985, 0.01811, 0.042965, 0.006559, 0.006187, 0.021045, 0.007681, 0.001848, 0.000314]",6400
308,1,7,PlayerMM,3,"[0.021553, 0.021838, 0.022353, 0.016658]",1504,PlayerBFMM,1,"[0.000438, 0.000444, 0.00046]",21
309,1,17,PlayerMM,3,"[0.021371, 0.021788, 0.022561, 0.023094, 0.02379, 0.024457, 0.022545, 0.025803, 0.022266]",3486,PlayerBFMM,2,"[0.001752, 0.002895, 0.001794, 0.002179, 0.002571, 0.002317, 0.00258, 0.004729]",260
310,1,17,PlayerMM,3,"[0.021421, 0.021908, 0.022379, 0.022976, 0.023671, 0.024916, 0.022395, 0.026303, 0.034042]",3486,PlayerBFMM,3,"[0.002194, 0.003325, 0.002135, 0.003434, 0.002912, 0.00411, 0.003453, 0.004784]",352
311,2,34,PlayerMM,3,"[0.021993, 0.023269, 0.022501, 0.026045, 0.025617, 0.016159, 0.009967, 0.010076, 0.009929, 0.010003, 0.010585, 0.009357, 0.008705, 0.005694, 0.004274, 0.002423, 0.000663]",3464,PlayerBFMM,4,"[0.018123, 0.002641, 0.004108, 0.002675, 0.002571, 0.00568, 0.010618, 0.004207, 0.004226, 0.004532, 0.003655, 0.002535, 0.002188, 0.004198, 0.003445, 0.001866, 0.000272]",903
312,2,34,PlayerMM,3,"[0.021395, 0.022799, 0.02234, 0.023137, 0.023742, 0.01575, 0.009684, 0.009769, 0.009912, 0.010167, 0.010531, 0.009324, 0.008916, 0.005725, 0.004385, 0.002374, 0.000596]",3464,PlayerBFMM,5,"[0.01843, 0.006589, 0.004151, 0.002822, 0.003526, 0.005791, 0.011406, 0.008327, 0.004831, 0.00947, 0.007247, 0.005572, 0.003424, 0.00558, 0.004288, 0.001852, 0.000272]",1199
313,2,34,PlayerMM,3,"[0.02133, 0.022041, 0.022516, 0.023248, 0.024027, 0.021848, 0.025616, 0.023874, 0.024782, 0.028194, 0.018466, 0.019883, 0.01855, 0.017114, 0.005651, 0.001732, 0.000686]",4912,PlayerBFMM,6,"[0.027084, 0.006183, 0.01992, 0.050158, 0.024829, 0.022503, 0.017649, 0.018368, 0.016747, 0.010131, 0.016052, 0.00759, 0.006666, 0.003778, 0.002314, 0.001164, 0.000278]",3084
314,1,37,PlayerMM,3,"[0.021837, 0.021994, 0.022912, 0.020835, 0.024325, 0.024563, 0.023039, 0.02654, 0.0221, 0.010909, 0.010809, 0.011138, 0.008457, 0.010437, 0.00518, 0.002007, 0.00084, 0.000923, 0.000273]",4250,PlayerBFMM,7,"[0.070972, 0.091984, 0.107384, 0.059919, 0.015139, 0.036242, 0.038122, 0.01395, 0.01787, 0.032666, 0.035623, 0.011606, 0.013108, 0.026582, 0.009609, 0.002857, 0.001994, 0.001195]",6846
315,1,9,PlayerMM,4,"[0.152903, 0.155857, 0.157981, 0.143431, 0.067571]",11977,PlayerBFMM,1,"[0.000505, 0.000624, 0.000475, 0.000473]",28
316,1,21,PlayerMM,4,"[0.152517, 0.1721, 0.16007, 0.164637, 0.170199, 0.178908, 0.154481, 0.177396, 0.139864, 0.13127, 0.079022]",26383,PlayerBFMM,2,"[0.001693, 0.001906, 0.003329, 0.00212, 0.002419, 0.002294, 0.002695, 0.004687, 0.004206, 0.004217]",362
317,1,21,PlayerMM,4,"[0.156836, 0.15852, 0.160933, 0.166951, 0.170902, 0.176811, 0.150707, 0.174633, 0.152972, 0.134577, 0.067072]",26383,PlayerBFMM,3,"[0.002217, 0.002051, 0.003674, 0.003285, 0.002929, 0.004208, 0.003489, 0.004805, 0.004261, 0.004222]",454
318,2,40,PlayerMM,4,"[0.15589, 0.15652, 0.158942, 0.165613, 0.168113, 0.142418, 0.14815, 0.170316, 0.083058, 0.045707, 0.046807, 0.044816, 0.049116, 0.033909, 0.019365, 0.00596, 0.002965, 0.002361, 0.000128, 0.000293]",25355,PlayerBFMM,4,"[0.018424, 0.002559, 0.002869, 0.002001, 0.001901, 0.003906, 0.013214, 0.004148, 0.00327, 0.003948, 0.004811, 0.003939, 0.00593, 0.015767, 0.003956, 0.00347, 0.002504, 0.000768, 0.000844, 0.000208]",1091
319,2,36,PlayerMM,4,"[0.152871, 0.155973, 0.160854, 0.164535, 0.158868, 0.173958, 0.09121, 0.045997, 0.047534, 0.049517, 0.050622, 0.048519, 0.048149, 0.053338, 0.046508, 0.030211, 0.007809, 0.000391]",23520,PlayerBFMM,5,"[0.018609, 0.006497, 0.015476, 0.002341, 0.004665, 0.016394, 0.022443, 0.004371, 0.011185, 0.012622, 0.011797, 0.005356, 0.012793, 0.015448, 0.011754, 0.006594, 0.001541, 0.000286]",1908
320,1,21,PlayerMM,4,"[0.152605, 0.156961, 0.16006, 0.165977, 0.175402, 0.151047, 0.180486, 0.188121, 0.186536, 0.194831, 0.146456]",29314,PlayerBFMM,6,"[0.027213, 0.006201, 0.020075, 0.062, 0.024808, 0.022277, 0.091143, 0.043329, 0.016079, 0.007428]",3881
321,GameResult.TIE,42,PlayerMM,4,"[0.166883, 0.15586, 0.158423, 0.164373, 0.169765, 0.175311, 0.195049, 0.19404, 0.172796, 0.161978, 0.164201, 0.086438, 0.064151, 0.018629, 0.006461, 0.002211, 0.001932, 0.001251, 0.000308, 0.000228, 0.000127]",31534,PlayerBFMM,7,"[0.073381, 0.01088, 0.044389, 0.098291, 0.043608, 0.041246, 0.073326, 0.033121, 0.060544, 0.138193, 0.076283, 0.014015, 0.009313, 0.003291, 0.002931, 0.002752, 0.002334, 0.001705, 0.001078, 0.000583, 0.000227]",8589
322,1,7,PlayerMM,5,"[1.097759, 1.117423, 1.112098, 0.69327]",70198,PlayerBFMM,1,"[0.000464, 0.000459, 0.000477]",21
323,1,37,PlayerMM,5,"[1.099743, 1.11595, 1.122207, 1.188019, 1.17989, 1.246109, 1.244974, 1.103244, 0.82064, 0.206785, 0.192461, 0.084885, 0.083477, 0.084035, 0.073575, 0.020575, 0.010502, 0.001895, 0.000219]",172988,PlayerBFMM,2,"[0.00158, 0.00276, 0.003026, 0.002577, 0.001795, 0.000895, 0.001995, 0.002928, 0.00226, 0.001085, 0.001173, 0.00092, 0.001687, 0.00153, 0.002811, 0.001256, 0.001313, 0.000875]",332
324,1,37,PlayerMM,5,"[1.08026, 1.110017, 1.139956, 1.188745, 1.173973, 1.25519, 1.252019, 1.120076, 0.827792, 0.212605, 0.193101, 0.084828, 0.083442, 0.073499, 0.073672, 0.01825, 0.009804, 0.001709, 0.000215]",172988,PlayerBFMM,3,"[0.002554, 0.003015, 0.003468, 0.003042, 0.003413, 0.003346, 0.002813, 0.00267, 0.002604, 0.003387, 0.00229, 0.00217, 0.002568, 0.002569, 0.003589, 0.001914, 0.001254, 0.00068]",508
325,1,39,PlayerMM,5,"[1.101061, 1.125034, 1.13505, 1.195172, 1.236306, 1.234433, 1.099479, 0.939233, 0.732813, 0.7576, 0.181694, 0.177656, 0.067559, 0.058014, 0.012092, 0.001765, 0.001672, 0.000578, 0.000125, 6.8e-05]",174332,PlayerBFMM,4,"[0.022167, 0.005079, 0.003038, 0.003029, 0.003806, 0.003112, 0.008372, 0.00919, 0.020368, 0.011962, 0.003911, 0.007631, 0.002278, 0.002748, 0.00163, 0.001774, 0.001403, 0.000799, 0.000375]",1297
326,2,18,PlayerMM,5,"[1.081471, 1.125112, 1.154394, 1.155634, 0.849257, 0.599241, 0.57005, 0.59116, 0.413388]",123923,PlayerBFMM,5,"[0.022887, 0.005221, 0.021325, 0.005705, 0.007649, 0.020702, 0.007739, 0.012761, 0.000452]",1266
327,2,18,PlayerMM,5,"[1.099308, 1.119702, 1.139065, 1.155834, 0.870006, 0.58641, 0.595365, 0.581213, 0.418596]",123923,PlayerBFMM,6,"[0.077879, 0.006557, 0.022786, 0.006014, 0.008203, 0.021172, 0.010034, 0.014601, 0.000385]",2145
328,2,18,PlayerMM,5,"[1.095004, 1.138551, 1.155761, 1.139223, 0.86572, 0.583193, 0.579236, 0.572757, 0.429512]",123923,PlayerBFMM,7,"[0.078198, 0.042473, 0.023192, 0.011319, 0.028444, 0.032134, 0.033321, 0.018588, 0.000402]",3220
329,1,7,PlayerMM,6,"[7.684631, 7.764865, 7.30445, 4.25664]",470317,PlayerBFMM,1,"[0.000449, 0.000458, 0.000475]",21
330,1,41,PlayerMM,6,"[7.70533, 7.780331, 8.071941, 8.347899, 8.072737, 8.594426, 8.38048, 7.041079, 4.637027, 0.949757, 0.391417, 0.386672, 0.37123, 0.291453, 0.261105, 0.164497, 0.088028, 0.040446, 0.003243, 0.00021, 6.2e-05]",1134663,PlayerBFMM,2,"[0.001614, 0.002956, 0.002785, 0.002657, 0.001783, 0.000896, 0.002027, 0.001589, 0.001946, 0.000927, 0.002537, 0.001687, 0.00167, 0.001399, 0.001966, 0.001564, 0.001623, 0.001543, 0.000769, 0.000359]",348
331,1,41,PlayerMM,6,"[7.694805, 7.796999, 8.076915, 8.309023, 8.091333, 8.594982, 8.378581, 6.968924, 4.650466, 0.949842, 0.385562, 0.384665, 0.357502, 0.302828, 0.262409, 0.166068, 0.087902, 0.040683, 0.003128, 0.000263, 5.6e-05]",1134663,PlayerBFMM,3,"[0.002203, 0.00328, 0.003256, 0.003049, 0.00327, 0.003369, 0.002877, 0.002317, 0.002139, 0.001446, 0.002793, 0.002449, 0.002622, 0.002514, 0.00335, 0.002466, 0.00221, 0.002055, 0.000941, 0.000356]",511
332,1,31,PlayerMM,6,"[7.710097, 7.877975, 8.008785, 8.294771, 7.771173, 5.472194, 5.369825, 4.746664, 5.397099, 4.347442, 5.172253, 4.813801, 2.05075, 0.404367, 0.062414, 0.006919]",1215703,PlayerBFMM,4,"[0.018064, 0.002618, 0.002873, 0.002128, 0.001996, 0.016313, 0.060388, 0.010755, 0.008496, 0.029002, 0.009224, 0.018502, 0.004304, 0.003022, 0.001464]",2311
333,2,38,PlayerMM,6,"[7.69776, 7.904418, 8.007656, 7.838227, 6.696956, 6.389624, 2.57081, 2.73138, 2.323421, 2.296767, 1.760873, 0.574851, 0.486068, 0.114645, 0.033993, 0.02539, 0.013396, 0.000987, 0.000588]",937992,PlayerBFMM,5,"[0.018576, 0.006477, 0.015215, 0.002392, 0.004273, 0.016083, 0.026929, 0.007542, 0.013238, 0.023703, 0.03299, 0.009492, 0.010512, 0.007411, 0.005647, 0.006224, 0.00413, 0.001237, 0.000291]",2288
334,1,23,PlayerMM,6,"[7.688555, 7.845986, 7.939826, 8.291572, 8.039532, 7.866896, 5.203173, 3.461293, 3.11913, 2.29573, 2.203965, 0.294403]",1042588,PlayerBFMM,6,"[0.027281, 0.006304, 0.019999, 0.018541, 0.021487, 0.006387, 0.006035, 0.111723, 0.023122, 0.007887, 0.002171]",2961
335,1,27,PlayerMM,6,"[7.697405, 7.751885, 8.020703, 8.025492, 6.015274, 8.126261, 8.487794, 8.86729, 8.973915, 7.049045, 4.099814, 1.711525, 0.45685, 0.093996]",1318009,PlayerBFMM,7,"[0.072266, 0.010814, 0.045014, 0.022668, 0.020816, 0.033605, 0.05168, 0.150726, 0.147442, 0.01701, 0.029236, 0.002736, 0.002618]",7342
336,1,9,PlayerMM,7,"[54.942913, 54.722022, 46.911197, 18.393371, 36.291026]",3579316,PlayerBFMM,1,"[0.000453, 0.000543, 0.00053, 0.000488]",28
337,1,15,PlayerMM,7,"[54.915568, 53.340444, 54.306725, 53.440222, 52.10081, 47.179662, 23.394107, 17.874507]",5821670,PlayerBFMM,2,"[0.001798, 0.00292, 0.001975, 0.002591, 0.00539, 0.002582, 0.0032]",300
338,1,15,PlayerMM,7,"[54.90882, 53.264939, 54.285954, 53.27989, 51.836811, 47.240319, 23.248722, 17.83541]",5821670,PlayerBFMM,3,"[0.003061, 0.00337, 0.002391, 0.003654, 0.006192, 0.002676, 0.003283]",359
339,1,35,PlayerMM,7,"[54.784505, 56.029618, 57.411132, 53.721037, 43.294915, 34.01011, 36.827267, 32.055395, 30.329867, 28.002729, 7.864433, 2.294056, 0.400496, 0.047956, 0.022784, 0.000965, 0.000666, 0.000157]",6953592,PlayerBFMM,4,"[0.029231, 0.007528, 0.007749, 0.004017, 0.011019, 0.022078, 0.018824, 0.02783, 0.006468, 0.006607, 0.005588, 0.008306, 0.004098, 0.00279, 0.002243, 0.002041, 0.000837]",2258
340,1,31,PlayerMM,7,"[54.923695, 56.246596, 57.167614, 53.455874, 43.296987, 33.907294, 36.669532, 32.099841, 13.330405, 8.896682, 7.435612, 6.253684, 1.621776, 0.380344, 0.032845, 0.001112]",6509210,PlayerBFMM,5,"[0.028369, 0.007886, 0.007675, 0.004269, 0.038388, 0.024019, 0.048065, 0.041266, 0.011561, 0.015993, 0.009273, 0.014742, 0.013657, 0.006613, 0.002668]",3719
341,1,21,PlayerMM,7,"[54.945223, 55.997801, 52.20039, 52.325336, 39.819538, 55.261071, 35.519427, 50.378717, 31.028952, 27.196368, 20.453528]",7378892,PlayerBFMM,6,"[0.088876, 0.122892, 0.024221, 0.034527, 0.036575, 0.452684, 0.145, 0.177605, 0.006031, 0.00528]",14905
342,1,39,PlayerMM,7,"[54.883511, 56.255315, 52.227809, 52.332361, 39.759918, 49.904101, 34.364038, 44.054507, 46.906328, 43.376764, 31.840619, 41.344719, 23.785969, 7.862853, 2.743521, 0.554049, 0.095921, 0.002337, 0.000361, 6.6e-05]",8729472,PlayerBFMM,7,"[0.088784, 0.12415, 0.043948, 0.039622, 0.129878, 0.072333, 0.199879, 0.124682, 0.029242, 0.065596, 0.122139, 0.125863, 0.069655, 0.019657, 0.039126, 0.062512, 0.028877, 0.001983, 0.000382]",17011
343,1,7,PlayerMM,1,"[0.000413, 0.000417, 0.000427, 0.000419]",28,PlayerAB,1,"[0.000415, 0.000423, 0.000436]",21
344,2,14,PlayerMM,1,"[0.000488, 0.000453, 0.00049, 0.000592, 0.000461, 0.000474, 0.000647]",49,PlayerAB,2,"[0.001131, 0.00181, 0.001804, 0.001851, 0.001986, 0.001682, 0.000644]",179
345,2,10,PlayerMM,1,"[0.000411, 0.000417, 0.000427, 0.000456, 0.000457]",35,PlayerAB,3,"[0.004091, 0.005491, 0.005676, 0.00426, 6.5e-05]",350
346,2,12,PlayerMM,1,"[0.000411, 0.000415, 0.000423, 0.000509, 0.000523, 0.000469]",42,PlayerAB,4,"[0.015285, 0.011236, 0.032171, 0.017561, 0.007719, 6.6e-05]",1246
347,2,14,PlayerMM,1,"[0.000413, 0.000424, 0.000446, 0.000533, 0.000461, 0.000487, 0.000495]",49,PlayerAB,5,"[0.032283, 0.123453, 0.095357, 0.069907, 0.102075, 0.048621, 0.010963]",7893
348,2,10,PlayerMM,1,"[0.000418, 0.000483, 0.000431, 0.000447, 0.000458]",35,PlayerAB,6,"[0.203759, 0.064545, 0.101657, 0.056936, 6.6e-05]",7478
349,2,12,PlayerMM,1,"[0.000412, 0.000419, 0.000425, 0.000441, 0.000456, 0.000469]",42,PlayerAB,7,"[0.471473, 0.408183, 1.459068, 1.286429, 5.440141, 7.259417]",253298
350,1,15,PlayerMM,2,"[0.003099, 0.003062, 0.003048, 0.002417, 0.00252, 0.002672, 0.001838, 0.00161]",349,PlayerAB,1,"[0.000416, 0.000421, 0.000423, 0.000378, 0.000392, 0.000408, 0.000358]",44
351,2,42,PlayerMM,2,"[0.003145, 0.003183, 0.003132, 0.002376, 0.002569, 0.002559, 0.00286, 0.002922, 0.002685, 0.001565, 0.001433, 0.001539, 0.001459, 0.001624, 0.001515, 0.000998, 0.000552, 0.000533, 0.000527, 0.000538, 0.000264]",577,PlayerAB,2,"[0.001134, 0.001146, 0.001183, 0.001286, 0.00105, 0.001476, 0.00112, 0.001408, 0.000889, 0.000984, 0.000791, 0.000821, 0.001578, 0.001177, 0.001126, 0.000579, 0.000514, 0.000434, 0.000547, 0.000455, 7.2e-05]",286
352,2,32,PlayerMM,2,"[0.003089, 0.003098, 0.003043, 0.003171, 0.002514, 0.00266, 0.002568, 0.002804, 0.002929, 0.003052, 0.003141, 0.00226, 0.000985, 0.000951, 0.000973, 0.000952]",591,PlayerAB,3,"[0.004043, 0.004653, 0.004742, 0.004808, 0.003424, 0.005793, 0.005282, 0.005878, 0.004324, 0.005118, 0.004516, 0.001727, 0.00222, 0.002033, 0.001456, 0.000143]",944
353,2,24,PlayerMM,2,"[0.002967, 0.003228, 0.003235, 0.003355, 0.003433, 0.005225, 0.002631, 0.001975, 0.002038, 0.001408, 0.001554, 0.001382]",496,PlayerAB,4,"[0.015131, 0.01095, 0.021203, 0.017451, 0.025635, 0.01347, 0.009714, 0.00669, 0.005191, 0.004345, 0.000805, 0.001931]",2028
354,2,40,PlayerMM,2,"[0.003422, 0.003103, 0.003333, 0.003203, 0.002447, 0.002565, 0.002669, 0.002744, 0.002807, 0.002051, 0.001462, 0.001656, 0.00099, 0.000946, 0.000941, 0.001, 0.000992, 0.000519, 0.000531, 0.000188]",574,PlayerAB,5,"[0.032098, 0.04097, 0.092573, 0.036549, 0.034181, 0.036767, 0.037011, 0.030848, 0.028029, 0.009919, 0.008311, 0.003474, 0.005472, 0.003323, 0.007086, 0.008292, 0.002082, 0.001939, 0.000797, 7e-05]",6719
355,2,18,PlayerMM,2,"[0.00317, 0.003186, 0.003274, 0.003241, 0.003306, 0.00344, 0.003322, 0.004137, 0.003627]",496,PlayerAB,6,"[0.203213, 0.064578, 0.10145, 0.190052, 0.243154, 0.055711, 0.174311, 0.115393, 0.012079]",18940
356,2,36,PlayerMM,2,"[0.0044, 0.003213, 0.003188, 0.003299, 0.003409, 0.003552, 0.003569, 0.00409, 0.003778, 0.004069, 0.004145, 0.004319, 0.004188, 0.004363, 0.004227, 0.002312, 0.001091, 0.001225]",875,PlayerAB,7,"[0.476161, 0.391922, 1.449445, 1.284318, 1.592009, 1.276473, 0.716959, 0.7587, 0.585179, 1.657191, 1.329795, 2.812012, 1.028861, 0.67371, 0.092368, 0.004832, 0.003119, 0.000155]",234787
357,1,7,PlayerMM,3,"[0.021798, 0.021923, 0.022742, 0.017055]",1504,PlayerAB,1,"[0.000424, 0.000431, 0.000444]",21
358,1,41,PlayerMM,3,"[0.021396, 0.021588, 0.022398, 0.023297, 0.023863, 0.023189, 0.024642, 0.017043, 0.010472, 0.009775, 0.010135, 0.008773, 0.010544, 0.010938, 0.004912, 0.003089, 0.002455, 0.002625, 0.000909, 0.000571, 7.4e-05]",4030,PlayerAB,2,"[0.001133, 0.001847, 0.001873, 0.001712, 0.001605, 0.001824, 0.001715, 0.001498, 0.000986, 0.00124, 0.00154, 0.001611, 0.002018, 0.001469, 0.000817, 0.000736, 0.000943, 0.000719, 0.000561, 0.000192]",372
359,2,18,PlayerMM,3,"[0.021403, 0.021574, 0.022117, 0.023144, 0.021023, 0.020538, 0.024174, 0.025754, 0.022046]",3343,PlayerAB,3,"[0.004159, 0.005519, 0.005608, 0.004365, 0.005957, 0.007656, 0.008195, 0.010451, 0.005027]",918
360,2,30,PlayerMM,3,"[0.021541, 0.022533, 0.022397, 0.023255, 0.023736, 0.021144, 0.015066, 0.015676, 0.01531, 0.005712, 0.005823, 0.005626, 0.005648, 0.00594, 0.004113]",3507,PlayerAB,4,"[0.015337, 0.010868, 0.021464, 0.017524, 0.00754, 0.008215, 0.015528, 0.011623, 0.004998, 0.008079, 0.004996, 0.004684, 0.005144, 0.000434, 7.1e-05]",2206
361,GameResult.TIE,42,PlayerMM,3,"[0.021806, 0.021767, 0.022502, 0.023292, 0.024451, 0.022007, 0.026423, 0.022472, 0.016481, 0.015823, 0.01454, 0.009435, 0.009784, 0.008549, 0.010651, 0.010736, 0.011049, 0.008162, 0.007431, 0.001843, 0.000204]",4697,PlayerAB,5,"[0.032261, 0.129731, 0.098204, 0.118378, 0.072098, 0.081226, 0.049327, 0.039385, 0.023474, 0.017648, 0.016888, 0.041046, 0.029277, 0.049731, 0.070647, 0.042086, 0.045433, 0.040542, 0.001082, 0.000609, 7.8e-05]",14875
362,2,20,PlayerMM,3,"[0.021301, 0.021936, 0.023592, 0.022495, 0.023824, 0.022038, 0.026637, 0.021768, 0.014845, 0.014023]",3499,PlayerAB,6,"[0.21489, 0.068795, 0.25617, 0.487139, 0.349265, 0.353866, 0.345959, 0.030303, 0.020647, 0.020795]",34342
